date,property_id,gas_usage_kwh,electricity_usage_kwh,infrared_usage_kwh,temperature,gas_cost,electricity_cost,infrared_cost,carbon_emissions_gas,carbon_emissions_electricity,carbon_emissions_infra
07/12/2024 12:00,1,29.52,20.69,13,20.97,1.48,3.1,1.04,5.43,4.82,1.3
07/12/2024 13:00,1,28.94,20.49,12.7,17.79,1.45,3.07,1.02,5.32,4.77,1.27
07/12/2024 14:00,1,30.35,19.64,12.39,19.36,1.52,2.95,0.99,5.58,4.58,1.24
07/12/2024 15:00,1,27.92,20.78,12.84,20.18,1.4,3.12,1.03,5.14,4.84,1.28
07/12/2024 16:00,1,29.13,19.01,11.43,19.28,1.46,2.85,0.91,5.36,4.43,1.14
07/12/2024 17:00,1,23.36,18.35,13.21,19.26,1.17,2.75,1.06,4.3,4.28,1.32
07/12/2024 18:00,1,23.6,18.97,12.45,19.05,1.18,2.85,1,4.34,4.42,1.25
07/12/2024 19:00,1,24.46,17.85,12.25,20.15,1.22,2.68,0.98,4.5,4.16,1.23
07/12/2024 20:00,1,27.6,17.86,9.53,20.83,1.38,2.68,0.76,5.08,4.16,0.95
07/12/2024 21:00,1,29.54,17.98,12.04,18.35,1.48,2.7,0.96,5.44,4.19,1.2
07/12/2024 22:00,1,28.14,17.54,13.32,19.63,1.41,2.63,1.07,5.18,4.09,1.33
07/12/2024 23:00,1,29.61,19.97,13.04,21.19,1.48,3,1.04,5.45,4.65,1.3
08/12/2024,1,28.02,20.54,15.03,18.1,1.4,3.08,1.2,5.16,4.79,1.5
08/12/2024 01:00,1,27.66,21.28,14.05,19.63,1.38,3.19,1.12,5.09,4.96,1.41
08/12/2024 02:00,1,27.26,24.31,15.29,19.32,1.36,3.65,1.22,5.02,5.66,1.53
08/12/2024 03:00,1,32.85,21.76,14.35,20.05,1.64,3.26,1.15,6.04,5.07,1.44
08/12/2024 04:00,1,30.88,23.54,16.48,18.29,1.54,3.53,1.32,5.68,5.48,1.65
08/12/2024 05:00,1,30.42,23.79,16.08,19.34,1.52,3.57,1.29,5.6,5.54,1.61
08/12/2024 06:00,1,31.06,22.79,16.16,17.81,1.55,3.42,1.29,5.72,5.31,1.62
08/12/2024 07:00,1,32.48,24.35,13.82,18.69,1.62,3.65,1.11,5.98,5.67,1.38
08/12/2024 08:00,1,30.81,21.73,14.87,18.9,1.54,3.26,1.19,5.67,5.06,1.49
08/12/2024 09:00,1,29.09,21.93,13.67,17.45,1.45,3.29,1.09,5.35,5.11,1.37
08/12/2024 10:00,1,28.85,19.89,16.39,20.4,1.44,2.98,1.31,5.31,4.63,1.64
08/12/2024 11:00,1,27.57,23.3,16.12,18.77,1.38,3.5,1.29,5.07,5.43,1.61
08/12/2024 12:00,1,26.27,17.82,14.91,18.83,1.31,2.67,1.19,4.83,4.15,1.49
08/12/2024 13:00,1,28.83,20.45,14.18,18.48,1.44,3.07,1.13,5.3,4.76,1.42
08/12/2024 14:00,1,27.65,20.41,12.42,19.01,1.38,3.06,0.99,5.09,4.76,1.24
08/12/2024 15:00,1,29.15,20.23,12.41,18.82,1.46,3.03,0.99,5.36,4.71,1.24
08/12/2024 16:00,1,27.87,20.19,12.52,18.22,1.39,3.03,1,5.13,4.7,1.25
08/12/2024 17:00,1,25.1,18.57,11.05,17.52,1.26,2.79,0.88,4.62,4.33,1.11
08/12/2024 18:00,1,24.31,18.98,10.76,19.82,1.22,2.85,0.86,4.47,4.42,1.08
08/12/2024 19:00,1,27.45,19.51,12.75,20.07,1.37,2.93,1.02,5.05,4.55,1.28
08/12/2024 20:00,1,24.89,18.19,12.18,19.4,1.24,2.73,0.97,4.58,4.24,1.22
08/12/2024 21:00,1,27.54,17.8,13.74,19.91,1.38,2.67,1.1,5.07,4.15,1.37
08/12/2024 22:00,1,27.12,20.57,13.22,17.4,1.36,3.09,1.06,4.99,4.79,1.32
08/12/2024 23:00,1,25.24,22.13,13.6,18.27,1.26,3.32,1.09,4.64,5.16,1.36
09/12/2024,1,27.84,20.75,14.61,19.06,1.39,3.11,1.17,5.12,4.83,1.46
09/12/2024 01:00,1,30.72,21.64,14.02,18.63,1.54,3.25,1.12,5.65,5.04,1.4
09/12/2024 02:00,1,32.93,22.78,16.02,18.19,1.65,3.42,1.28,6.06,5.31,1.6
09/12/2024 03:00,1,30.92,23.94,16.75,17.83,1.55,3.59,1.34,5.69,5.58,1.68
09/12/2024 04:00,1,29.89,24.78,14.47,18.68,1.49,3.72,1.16,5.5,5.77,1.45
09/12/2024 05:00,1,31.79,24.28,15.77,18.9,1.59,3.64,1.26,5.85,5.66,1.58
09/12/2024 06:00,1,31.67,22.54,15.65,17.65,1.58,3.38,1.25,5.83,5.25,1.57
09/12/2024 07:00,1,32.84,23.33,15.75,19.59,1.64,3.5,1.26,6.04,5.44,1.58
09/12/2024 08:00,1,33.75,22.79,15.08,18.37,1.69,3.42,1.21,6.21,5.31,1.51
09/12/2024 09:00,1,29.14,24.35,16.09,20.26,1.46,3.65,1.29,5.36,5.67,1.61
09/12/2024 10:00,1,29.82,20.39,13.93,17.89,1.49,3.06,1.11,5.49,4.75,1.39
09/12/2024 11:00,1,29.4,22.46,16.37,18.86,1.47,3.37,1.31,5.41,5.23,1.64
09/12/2024 12:00,1,26.98,21.45,15.62,20.46,1.35,3.22,1.25,4.96,5,1.56
09/12/2024 13:00,1,26.21,21.07,14.8,18.72,1.31,3.16,1.18,4.82,4.91,1.48
09/12/2024 14:00,1,27.5,20.47,15.42,19.5,1.38,3.07,1.23,5.06,4.77,1.54
09/12/2024 15:00,1,24.67,19.02,12.73,17.84,1.23,2.85,1.02,4.54,4.43,1.27
09/12/2024 16:00,1,23,19.14,14.28,19.64,1.15,2.87,1.14,4.23,4.46,1.43
09/12/2024 17:00,1,23.54,19.14,13.78,19.29,1.18,2.87,1.1,4.33,4.46,1.38
09/12/2024 18:00,1,25.69,17.85,13.36,19.4,1.28,2.68,1.07,4.73,4.16,1.34
09/12/2024 19:00,1,27.73,19.49,12.57,18.94,1.39,2.92,1.01,5.1,4.54,1.26
09/12/2024 20:00,1,25.56,19.6,13.8,17.76,1.28,2.94,1.1,4.7,4.57,1.38
09/12/2024 21:00,1,26.63,19.93,12.41,17.12,1.33,2.99,0.99,4.9,4.64,1.24
09/12/2024 22:00,1,27.48,20.09,12.52,19.76,1.37,3.01,1,5.06,4.68,1.25
09/12/2024 23:00,1,29.46,20.51,14.39,20.28,1.47,3.08,1.15,5.42,4.78,1.44
10/12/2024,1,27.59,19.86,15.46,19.62,1.38,2.98,1.24,5.08,4.63,1.55
10/12/2024 01:00,1,27.37,21.88,16.39,18.83,1.37,3.28,1.31,5.04,5.1,1.64
10/12/2024 02:00,1,27.09,21.33,14.56,17.67,1.35,3.2,1.16,4.98,4.97,1.46
10/12/2024 03:00,1,29.43,22.96,13.67,18.5,1.47,3.44,1.09,5.42,5.35,1.37
10/12/2024 04:00,1,29.5,23.29,15.63,19.09,1.48,3.49,1.25,5.43,5.43,1.56
10/12/2024 05:00,1,31.43,23.25,15.56,21.1,1.57,3.49,1.24,5.78,5.42,1.56
10/12/2024 06:00,1,32.15,23.84,14.82,18.48,1.61,3.58,1.19,5.92,5.55,1.48
10/12/2024 07:00,1,32.11,21.37,14.99,19.61,1.61,3.21,1.2,5.91,4.98,1.5
10/12/2024 08:00,1,30.39,21.61,15.8,19.02,1.52,3.24,1.26,5.59,5.04,1.58
10/12/2024 09:00,1,29.22,21.88,14.18,17.64,1.46,3.28,1.13,5.38,5.1,1.42
10/12/2024 10:00,1,26.11,20.13,13.61,19.33,1.31,3.02,1.09,4.8,4.69,1.36
10/12/2024 11:00,1,29.72,20.46,14.61,18.03,1.49,3.07,1.17,5.47,4.77,1.46
10/12/2024 12:00,1,27.83,17.67,15.36,19.65,1.39,2.65,1.23,5.12,4.12,1.54
10/12/2024 13:00,1,28.18,22.04,13.39,19.61,1.41,3.31,1.07,5.19,5.14,1.34
10/12/2024 14:00,1,25.58,22.52,10.97,18.96,1.28,3.38,0.88,4.71,5.25,1.1
10/12/2024 15:00,1,27.98,22,13.68,18.81,1.4,3.3,1.09,5.15,5.13,1.37
10/12/2024 16:00,1,26.66,19.22,10.37,19.1,1.33,2.88,0.83,4.91,4.48,1.04
10/12/2024 17:00,1,26.83,17.24,11.24,19.91,1.34,2.59,0.9,4.94,4.02,1.12
10/12/2024 18:00,1,20.65,18.43,13.37,20.94,1.03,2.76,1.07,3.8,4.29,1.34
10/12/2024 19:00,1,27.42,20.59,12.18,17.92,1.37,3.09,0.97,5.05,4.8,1.22
10/12/2024 20:00,1,26.51,20.41,13.19,18.02,1.33,3.06,1.06,4.88,4.76,1.32
10/12/2024 21:00,1,26.3,19.63,12.42,20.73,1.32,2.94,0.99,4.84,4.57,1.24
10/12/2024 22:00,1,26.51,20.18,12.88,18.89,1.33,3.03,1.03,4.88,4.7,1.29
10/12/2024 23:00,1,28.96,22.12,14.84,18.35,1.45,3.32,1.19,5.33,5.15,1.48
11/12/2024,1,29,20.49,15.53,19.39,1.45,3.07,1.24,5.34,4.77,1.55
11/12/2024 01:00,1,32.54,20.78,14.35,20.87,1.63,3.12,1.15,5.99,4.84,1.44
11/12/2024 02:00,1,28.1,23.89,14.88,18.36,1.41,3.58,1.19,5.17,5.57,1.49
11/12/2024 03:00,1,30.15,20.05,13.42,19.21,1.51,3.01,1.07,5.55,4.67,1.34
11/12/2024 04:00,1,29.19,21.25,14.16,19.4,1.46,3.19,1.13,5.37,4.95,1.42
11/12/2024 05:00,1,31.02,23.07,16.6,18.6,1.55,3.46,1.33,5.71,5.38,1.66
11/12/2024 06:00,1,29.89,23.08,16.58,20.08,1.49,3.46,1.33,5.5,5.38,1.66
11/12/2024 07:00,1,29.92,22.41,15.6,18.89,1.5,3.36,1.25,5.51,5.22,1.56
11/12/2024 08:00,1,32.94,22.57,15.91,17.68,1.65,3.39,1.27,6.06,5.26,1.59
11/12/2024 09:00,1,29.31,21.11,13.57,19.49,1.47,3.17,1.09,5.39,4.92,1.36
11/12/2024 10:00,1,29.33,23.05,15.26,19.62,1.47,3.46,1.22,5.4,5.37,1.53
11/12/2024 11:00,1,28.84,20.17,15.1,19.18,1.44,3.03,1.21,5.31,4.7,1.51
11/12/2024 12:00,1,28.27,22.92,14.78,19.32,1.41,3.44,1.18,5.2,5.34,1.48
11/12/2024 13:00,1,24.96,21.95,11.73,19.8,1.25,3.29,0.94,4.59,5.11,1.17
11/12/2024 14:00,1,27.77,19.44,14.08,18.99,1.39,2.92,1.13,5.11,4.53,1.41
11/12/2024 15:00,1,25.83,16.98,13.54,18.57,1.29,2.55,1.08,4.75,3.96,1.35
11/12/2024 16:00,1,21.78,19.37,13.15,16.77,1.09,2.91,1.05,4.01,4.51,1.32
11/12/2024 17:00,1,25.33,19.49,13.15,19.33,1.27,2.92,1.05,4.66,4.54,1.32
11/12/2024 18:00,1,26.68,18.84,11.89,18.1,1.33,2.83,0.95,4.91,4.39,1.19
11/12/2024 19:00,1,27.54,20.63,12.35,18.94,1.38,3.09,0.99,5.07,4.81,1.24
11/12/2024 20:00,1,27.39,19.38,13.16,18.17,1.37,2.91,1.05,5.04,4.52,1.32
11/12/2024 21:00,1,26.19,17.13,12.95,17.33,1.31,2.57,1.04,4.82,3.99,1.29
11/12/2024 22:00,1,27.54,17.69,13.16,16.38,1.38,2.65,1.05,5.07,4.12,1.32
11/12/2024 23:00,1,25.76,21.19,14.46,18.81,1.29,3.18,1.16,4.74,4.94,1.45
12/12/2024,1,26.78,20.89,14.08,19.87,1.34,3.13,1.13,4.93,4.87,1.41
12/12/2024 01:00,1,26.22,19.93,12.8,18.63,1.31,2.99,1.02,4.82,4.64,1.28
12/12/2024 02:00,1,29.89,22.71,14.92,19.62,1.49,3.41,1.19,5.5,5.29,1.49
12/12/2024 03:00,1,30.57,21.74,14.04,20.49,1.53,3.26,1.12,5.62,5.07,1.4
12/12/2024 04:00,1,31.15,23.4,16.06,17.85,1.56,3.51,1.28,5.73,5.45,1.61
12/12/2024 05:00,1,29.44,25.34,15.05,18.48,1.47,3.8,1.2,5.42,5.9,1.51
12/12/2024 06:00,1,28.92,23.75,16.82,18.07,1.45,3.56,1.35,5.32,5.53,1.68
12/12/2024 07:00,1,29.82,22.53,15.91,18.64,1.49,3.38,1.27,5.49,5.25,1.59
12/12/2024 08:00,1,31.92,23.48,15.32,17.83,1.6,3.52,1.23,5.87,5.47,1.53
12/12/2024 09:00,1,30.11,20.85,17.06,17.66,1.51,3.13,1.36,5.54,4.86,1.71
12/12/2024 10:00,1,28.86,24.22,13.61,18.3,1.44,3.63,1.09,5.31,5.64,1.36
12/12/2024 11:00,1,27.24,20.85,16.08,19.75,1.36,3.13,1.29,5.01,4.86,1.61
12/12/2024 12:00,1,28.31,22.47,15.07,17.92,1.42,3.37,1.21,5.21,5.24,1.51
12/12/2024 13:00,1,27.41,20.13,13.36,18.13,1.37,3.02,1.07,5.04,4.69,1.34
12/12/2024 14:00,1,26.65,20.81,12.9,18.22,1.33,3.12,1.03,4.9,4.85,1.29
12/12/2024 15:00,1,28.03,20.64,13.8,17.34,1.4,3.1,1.1,5.16,4.81,1.38
12/12/2024 16:00,1,25.53,19,13.37,17.9,1.28,2.85,1.07,4.7,4.43,1.34
12/12/2024 17:00,1,25.54,17.75,14.68,17.76,1.28,2.66,1.17,4.7,4.14,1.47
12/12/2024 18:00,1,23.36,19.4,11.48,17.36,1.17,2.91,0.92,4.3,4.52,1.15
12/12/2024 19:00,1,25.39,18.31,12.36,18.78,1.27,2.75,0.99,4.67,4.27,1.24
12/12/2024 20:00,1,26.04,19.72,12.14,18.35,1.3,2.96,0.97,4.79,4.59,1.21
12/12/2024 21:00,1,27.91,21.36,14.68,18.18,1.4,3.2,1.17,5.14,4.98,1.47
12/12/2024 22:00,1,25.47,21.74,13.41,20.12,1.27,3.26,1.07,4.69,5.07,1.34
12/12/2024 23:00,1,26.94,22.12,13.96,18.17,1.35,3.32,1.12,4.96,5.15,1.4
13/12/2024,1,32.03,19.04,16.13,18.05,1.6,2.86,1.29,5.89,4.44,1.61
13/12/2024 01:00,1,27.52,20.49,12.88,16.85,1.38,3.07,1.03,5.06,4.77,1.29
13/12/2024 02:00,1,28.73,22.64,14.47,19.47,1.44,3.4,1.16,5.29,5.28,1.45
13/12/2024 03:00,1,29.45,22.45,14.78,18.83,1.47,3.37,1.18,5.42,5.23,1.48
13/12/2024 04:00,1,30.6,23.35,13.12,18.65,1.53,3.5,1.05,5.63,5.44,1.31
13/12/2024 05:00,1,30.26,21.41,15.1,19.15,1.51,3.21,1.21,5.57,4.99,1.51
13/12/2024 06:00,1,31.58,22.98,15.22,19.07,1.58,3.45,1.22,5.81,5.35,1.52
13/12/2024 07:00,1,29.97,23.63,15.91,17.76,1.5,3.54,1.27,5.51,5.51,1.59
13/12/2024 08:00,1,31.91,23.85,15.01,20.07,1.6,3.58,1.2,5.87,5.56,1.5
13/12/2024 09:00,1,30.39,22.67,13.91,18.05,1.52,3.4,1.11,5.59,5.28,1.39
13/12/2024 10:00,1,27.53,22.88,15.46,17.83,1.38,3.43,1.24,5.07,5.33,1.55
13/12/2024 11:00,1,27.44,20.43,14.98,17.82,1.37,3.06,1.2,5.05,4.76,1.5
13/12/2024 12:00,1,28.01,21.91,14.53,16.78,1.4,3.29,1.16,5.15,5.11,1.45
13/12/2024 13:00,1,25.63,20.38,14.53,19.17,1.28,3.06,1.16,4.72,4.75,1.45
13/12/2024 14:00,1,26.95,20.78,13.28,18.01,1.35,3.12,1.06,4.96,4.84,1.33
13/12/2024 15:00,1,25.78,20.18,14.06,19.09,1.29,3.03,1.12,4.74,4.7,1.41
13/12/2024 16:00,1,26.68,20.26,14.78,16.88,1.33,3.04,1.18,4.91,4.72,1.48
13/12/2024 17:00,1,28.53,18.31,12.49,18.07,1.43,2.75,1,5.25,4.27,1.25
13/12/2024 18:00,1,27.7,19.25,10.71,18.79,1.39,2.89,0.86,5.1,4.49,1.07
13/12/2024 19:00,1,27.17,19.52,13.16,17.7,1.36,2.93,1.05,5,4.55,1.32
13/12/2024 20:00,1,24.85,21.4,15.1,19.55,1.24,3.21,1.21,4.57,4.99,1.51
13/12/2024 21:00,1,26.58,19.06,13.27,16.3,1.33,2.86,1.06,4.89,4.44,1.33
13/12/2024 22:00,1,28.51,19.47,11.91,18.27,1.43,2.92,0.95,5.25,4.54,1.19
13/12/2024 23:00,1,25.2,20.01,13.35,18.78,1.26,3,1.07,4.64,4.66,1.33
14/12/2024,1,29.4,19.99,12.8,17.31,1.47,3,1.02,5.41,4.66,1.28
14/12/2024 01:00,1,27.43,20.44,15.56,17.73,1.37,3.07,1.24,5.05,4.76,1.56
14/12/2024 02:00,1,29.09,22.09,13.99,17.43,1.45,3.31,1.12,5.35,5.15,1.4
14/12/2024 03:00,1,31.71,20.87,15.45,18.64,1.59,3.13,1.24,5.83,4.86,1.54
14/12/2024 04:00,1,29.29,21.52,15.99,19.16,1.46,3.23,1.28,5.39,5.01,1.6
14/12/2024 05:00,1,30.45,23.76,16.1,17.57,1.52,3.56,1.29,5.6,5.54,1.61
14/12/2024 06:00,1,28.47,24.63,16.42,19.74,1.42,3.69,1.31,5.24,5.74,1.64
14/12/2024 07:00,1,30.58,21.61,15.13,17.41,1.53,3.24,1.21,5.63,5.04,1.51
14/12/2024 08:00,1,32.69,24.31,14.71,19.14,1.63,3.65,1.18,6.01,5.66,1.47
14/12/2024 09:00,1,28.85,23.02,13.75,18.25,1.44,3.45,1.1,5.31,5.36,1.38
14/12/2024 10:00,1,28.14,21.6,13.96,18.9,1.41,3.24,1.12,5.18,5.03,1.4
14/12/2024 11:00,1,27.97,22.62,13.78,17.67,1.4,3.39,1.1,5.15,5.27,1.38
14/12/2024 12:00,1,29.02,19.32,15.05,19.19,1.45,2.9,1.2,5.34,4.5,1.51
14/12/2024 13:00,1,26.4,22.17,14.12,19.05,1.32,3.33,1.13,4.86,5.17,1.41
14/12/2024 14:00,1,24.66,18.86,15.03,19.02,1.23,2.83,1.2,4.54,4.39,1.5
14/12/2024 15:00,1,25.84,18.87,12.89,18.85,1.29,2.83,1.03,4.75,4.4,1.29
14/12/2024 16:00,1,25.68,18.28,12.67,17.35,1.28,2.74,1.01,4.73,4.26,1.27
14/12/2024 17:00,1,25.49,18.02,14.29,18.69,1.27,2.7,1.14,4.69,4.2,1.43
14/12/2024 18:00,1,26.51,17.77,12.52,18.65,1.33,2.67,1,4.88,4.14,1.25
14/12/2024 19:00,1,26.57,18.29,12.39,18.43,1.33,2.74,0.99,4.89,4.26,1.24
14/12/2024 20:00,1,25.12,18.46,10.88,19.12,1.26,2.77,0.87,4.62,4.3,1.09
14/12/2024 21:00,1,25.51,21.37,13.38,19.29,1.28,3.21,1.07,4.69,4.98,1.34
14/12/2024 22:00,1,25.85,19.42,12.4,20.41,1.29,2.91,0.99,4.76,4.52,1.24
14/12/2024 23:00,1,27.22,20.77,12.94,19.28,1.36,3.12,1.04,5.01,4.84,1.29
15/12/2024,1,29.5,21.95,14.11,17.94,1.48,3.29,1.13,5.43,5.11,1.41
15/12/2024 01:00,1,29.13,21.28,14.55,18.32,1.46,3.19,1.16,5.36,4.96,1.46
15/12/2024 02:00,1,29.43,22.82,14.62,18.46,1.47,3.42,1.17,5.42,5.32,1.46
15/12/2024 03:00,1,30.36,23.95,15.22,19.27,1.52,3.59,1.22,5.59,5.58,1.52
15/12/2024 04:00,1,32.21,22.3,15.6,19.46,1.61,3.35,1.25,5.93,5.2,1.56
15/12/2024 05:00,1,30.07,21.28,15.89,18.69,1.5,3.19,1.27,5.53,4.96,1.59
15/12/2024 06:00,1,32.48,23.9,14.42,18.51,1.62,3.58,1.15,5.98,5.57,1.44
15/12/2024 07:00,1,30.12,22.15,15.51,18.1,1.51,3.32,1.24,5.54,5.16,1.55
15/12/2024 08:00,1,31.94,23.88,16.23,16.76,1.6,3.58,1.3,5.88,5.56,1.62
15/12/2024 09:00,1,30.26,24.07,15.68,18.27,1.51,3.61,1.25,5.57,5.61,1.57
15/12/2024 10:00,1,29.99,19.65,13.99,18.39,1.5,2.95,1.12,5.52,4.58,1.4
15/12/2024 11:00,1,28.91,22.64,14.18,18.45,1.45,3.4,1.13,5.32,5.28,1.42
15/12/2024 12:00,1,25.52,20.56,12.21,18.28,1.28,3.08,0.98,4.7,4.79,1.22
15/12/2024 13:00,1,25.01,21.3,13.21,18.17,1.25,3.19,1.06,4.6,4.96,1.32
15/12/2024 14:00,1,24.17,19.16,11.77,17.55,1.21,2.87,0.94,4.45,4.46,1.18
15/12/2024 15:00,1,25.83,19.46,12.58,17.68,1.29,2.92,1.01,4.75,4.53,1.26
15/12/2024 16:00,1,25.97,19.55,13.18,16.62,1.3,2.93,1.05,4.78,4.56,1.32
15/12/2024 17:00,1,23.07,19.16,11.88,20.14,1.15,2.87,0.95,4.24,4.46,1.19
15/12/2024 18:00,1,25.5,21.23,13.6,18.82,1.28,3.18,1.09,4.69,4.95,1.36
15/12/2024 19:00,1,24.36,18.11,12.03,17.67,1.22,2.72,0.96,4.48,4.22,1.2
15/12/2024 20:00,1,26.15,18.84,13.28,17.91,1.31,2.83,1.06,4.81,4.39,1.33
15/12/2024 21:00,1,26.11,19.51,12.9,18.9,1.31,2.93,1.03,4.8,4.55,1.29
15/12/2024 22:00,1,25.09,19.18,12.52,18.86,1.25,2.88,1,4.62,4.47,1.25
15/12/2024 23:00,1,25.74,21.7,13.43,17.15,1.29,3.26,1.07,4.74,5.06,1.34
16/12/2024,1,26.47,22.82,15.08,18.75,1.32,3.42,1.21,4.87,5.32,1.51
16/12/2024 01:00,1,28.88,22.09,15.38,18.04,1.44,3.31,1.23,5.31,5.15,1.54
16/12/2024 02:00,1,28.23,22.54,15.22,17.58,1.41,3.38,1.22,5.19,5.25,1.52
16/12/2024 03:00,1,30.48,22.39,15.02,18.08,1.52,3.36,1.2,5.61,5.22,1.5
16/12/2024 04:00,1,31.15,23.46,15.05,18.56,1.56,3.52,1.2,5.73,5.47,1.51
16/12/2024 05:00,1,29.94,22.68,14.12,19.6,1.5,3.4,1.13,5.51,5.28,1.41
16/12/2024 06:00,1,31.25,23.48,15.73,16.75,1.56,3.52,1.26,5.75,5.47,1.57
16/12/2024 07:00,1,30.62,21.66,13.17,17.39,1.53,3.25,1.05,5.63,5.05,1.32
16/12/2024 08:00,1,27.5,21.26,15.16,16.52,1.38,3.19,1.21,5.06,4.95,1.52
16/12/2024 09:00,1,31.12,20.66,14.99,17.79,1.56,3.1,1.2,5.73,4.81,1.5
16/12/2024 10:00,1,33.05,20.9,14.51,19.13,1.65,3.13,1.16,6.08,4.87,1.45
16/12/2024 11:00,1,28.42,23.61,14.06,19.29,1.42,3.54,1.12,5.23,5.5,1.41
16/12/2024 12:00,1,27.96,19.28,13.09,19.57,1.4,2.89,1.05,5.14,4.49,1.31
16/12/2024 13:00,1,29.33,21.7,13.38,18.91,1.47,3.26,1.07,5.4,5.06,1.34
16/12/2024 14:00,1,26.85,18.36,12.3,19.01,1.34,2.75,0.98,4.94,4.28,1.23
16/12/2024 15:00,1,24.81,18.54,15.18,17.11,1.24,2.78,1.21,4.57,4.32,1.52
16/12/2024 16:00,1,28.08,18.06,11.7,17.75,1.4,2.71,0.94,5.17,4.21,1.17
16/12/2024 17:00,1,26.67,19.02,11.61,19.58,1.33,2.85,0.93,4.91,4.43,1.16
16/12/2024 18:00,1,27.49,20.11,13.05,17.64,1.37,3.02,1.04,5.06,4.69,1.31
16/12/2024 19:00,1,28.21,17.47,14.43,18.77,1.41,2.62,1.15,5.19,4.07,1.44
16/12/2024 20:00,1,26.86,17.33,11.78,17.77,1.34,2.6,0.94,4.94,4.04,1.18
16/12/2024 21:00,1,27.84,18.67,13.59,17.93,1.39,2.8,1.09,5.12,4.35,1.36
16/12/2024 22:00,1,28.13,19.85,14.25,17.38,1.41,2.98,1.14,5.18,4.63,1.43
16/12/2024 23:00,1,30.06,18.62,13.47,18.04,1.5,2.79,1.08,5.53,4.34,1.35
17/12/2024,1,28.56,18.5,13.01,18.35,1.43,2.78,1.04,5.26,4.31,1.3
17/12/2024 01:00,1,29.84,21.95,13.18,18.45,1.49,3.29,1.05,5.49,5.11,1.32
17/12/2024 02:00,1,27.22,20.93,13.68,18.48,1.36,3.14,1.09,5.01,4.88,1.37
17/12/2024 03:00,1,31.29,21.57,15.06,18.19,1.56,3.24,1.2,5.76,5.03,1.51
17/12/2024 04:00,1,32.35,22.18,14.27,18.1,1.62,3.33,1.14,5.95,5.17,1.43
17/12/2024 05:00,1,27.11,22.86,13.36,19.39,1.36,3.43,1.07,4.99,5.33,1.34
17/12/2024 06:00,1,30.64,23.86,15.05,18.25,1.53,3.58,1.2,5.64,5.56,1.51
17/12/2024 07:00,1,33.07,20.98,15.29,18.38,1.65,3.15,1.22,6.08,4.89,1.53
17/12/2024 08:00,1,29.83,23.19,14.8,19.65,1.49,3.48,1.18,5.49,5.4,1.48
17/12/2024 09:00,1,27.34,19.96,14.83,17.56,1.37,2.99,1.19,5.03,4.65,1.48
17/12/2024 10:00,1,30.25,22,15.53,17.33,1.51,3.3,1.24,5.57,5.13,1.55
17/12/2024 11:00,1,30.25,23.22,13.58,19.35,1.51,3.48,1.09,5.57,5.41,1.36
17/12/2024 12:00,1,27.83,21.27,13.51,20.74,1.39,3.19,1.08,5.12,4.96,1.35
17/12/2024 13:00,1,25.54,20.7,12.86,18.34,1.28,3.1,1.03,4.7,4.82,1.29
17/12/2024 14:00,1,25.91,20.37,14.05,19.39,1.3,3.06,1.12,4.77,4.75,1.41
17/12/2024 15:00,1,25.17,19.08,12.72,17.44,1.26,2.86,1.02,4.63,4.45,1.27
17/12/2024 16:00,1,25.35,21.56,12.3,17.74,1.27,3.23,0.98,4.66,5.02,1.23
17/12/2024 17:00,1,24.82,19.08,11.56,19.3,1.24,2.86,0.92,4.57,4.45,1.16
17/12/2024 18:00,1,26.8,19.84,12,17.1,1.34,2.98,0.96,4.93,4.62,1.2
17/12/2024 19:00,1,25.34,19.6,11.45,17.23,1.27,2.94,0.92,4.66,4.57,1.15
17/12/2024 20:00,1,26.31,20.76,13.78,20.1,1.32,3.11,1.1,4.84,4.84,1.38
17/12/2024 21:00,1,24.77,19.16,13.89,16.62,1.24,2.87,1.11,4.56,4.46,1.39
17/12/2024 22:00,1,29.29,19.56,13.25,19.08,1.46,2.93,1.06,5.39,4.56,1.33
17/12/2024 23:00,1,28,19.53,12.93,19.47,1.4,2.93,1.03,5.15,4.55,1.29
18/12/2024,1,28.43,21.49,13.48,19.49,1.42,3.22,1.08,5.23,5.01,1.35
18/12/2024 01:00,1,28.41,20.76,13.94,18.24,1.42,3.11,1.12,5.23,4.84,1.39
18/12/2024 02:00,1,31.52,19.66,14.69,18.41,1.58,2.95,1.18,5.8,4.58,1.47
18/12/2024 03:00,1,31.84,21.4,15.27,18.55,1.59,3.21,1.22,5.86,4.99,1.53
18/12/2024 04:00,1,31.15,23.02,15.89,18.54,1.56,3.45,1.27,5.73,5.36,1.59
18/12/2024 05:00,1,30.11,21.61,16.77,18.15,1.51,3.24,1.34,5.54,5.04,1.68
18/12/2024 06:00,1,31.25,21.07,16.49,17.6,1.56,3.16,1.32,5.75,4.91,1.65
18/12/2024 07:00,1,29.72,22.4,14.72,18.4,1.49,3.36,1.18,5.47,5.22,1.47
18/12/2024 08:00,1,28.26,24.02,15.11,19.05,1.41,3.6,1.21,5.2,5.6,1.51
18/12/2024 09:00,1,28.77,24.35,14.21,18.43,1.44,3.65,1.14,5.29,5.67,1.42
18/12/2024 10:00,1,32.65,20.83,14.28,18.2,1.63,3.12,1.14,6.01,4.85,1.43
